uid,nom,demandeur,organe,organeReuniRef,participants,cr
RUANR5L16S2023IDC447808,,,,PO807216,,
RUANR5L15A2022IDF0162092,M. Arnaud Le Gall,PA795672,,,,
RUANR5L16S2023IDC447453,,,,PO419865,"[{'acteurRef': 'PA722038', 'presence': 'présent'}, {'acteurRef': 'PA793992', 'presence': 'absent'}, {'acteurRef': 'PA794906', 'presence': 'absent'}, {'acteurRef': 'PA793780', 'presence': 'présent'}, {'acteurRef': 'PA643143', 'presence': 'présent'}, {'acteurRef': 'PA793238', 'presence': 'absent'}, {'acteurRef': 'PA721046', 'presence': 'excusé'}, {'acteurRef': 'PA335999', 'presence': 'absent'}, {'acteurRef': 'PA793158', 'presence': 'absent'}, {'acteurRef': 'PA795362', 'presence': 'absent'}, {'acteurRef': 'PA720668', 'presence': 'absent'}, {'acteurRef': 'PA266793', 'presence': 'présent'}, {'acteurRef': 'PA793182', 'presence': 'absent'}, {'acteurRef': 'PA718710', 'presence': 'absent'}, {'acteurRef': 'PA267766', 'presence': 'absent'}, {'acteurRef': 'PA605069', 'presence': 'absent'}, {'acteurRef': 'PA794330', 'presence': 'excusé'}, {'acteurRef': 'PA719890', 'presence': 'présent'}, {'acteurRef': 'PA793624', 'presence': 'présent'}, {'acteurRef': 'PA722000', 'presence': 'absent'}, {'acteurRef': 'PA795836', 'presence': 'présent'}, {'acteurRef': 'PA796090', 'presence': 'absent'}, {'acteurRef': 'PA793912', 'presence': 'absent'}, {'acteurRef': 'PA719138', 'presence': 'présent'}, {'acteurRef': 'PA795868', 'presence': 'excusé'}, {'acteurRef': 'PA719922', 'presence': 'absent'}, {'acteurRef': 'PA719472', 'presence': 'présent'}, {'acteurRef': 'PA795864', 'presence': 'absent'}, {'acteurRef': 'PA793520', 'presence': 'absent'}, {'acteurRef': 'PA942', 'presence': 'présent'}, {'acteurRef': 'PA794222', 'presence': 'absent'}, {'acteurRef': 'PA793680', 'presence': 'absent'}, {'acteurRef': 'PA795644', 'presence': 'excusé'}, {'acteurRef': 'PA720932', 'presence': 'présent'}, {'acteurRef': 'PA794510', 'presence': 'absent'}, {'acteurRef': 'PA795430', 'presence': 'absent'}, {'acteurRef': 'PA330909', 'presence': 'présent'}, {'acteurRef': 'PA793166', 'presence': 'présent'}, {'acteurRef': 'PA793146', 'presence': 'absent'}, {'acteurRef': 'PA643175', 'presence': 'présent'}, {'acteurRef': 'PA794870', 'presence': 'absent'}, {'acteurRef': 'PA722366', 'presence': 'absent'}, {'acteurRef': 'PA720006', 'presence': 'présent'}, {'acteurRef': 'PA794470', 'presence': 'présent'}, {'acteurRef': 'PA795540', 'presence': 'absent'}, {'acteurRef': 'PA795310', 'presence': 'absent'}, {'acteurRef': 'PA794478', 'presence': 'présent'}, {'acteurRef': 'PA783457', 'presence': 'présent'}, {'acteurRef': 'PA720054', 'presence': 'absent'}, {'acteurRef': 'PA793190', 'presence': 'excusé'}, {'acteurRef': 'PA643192', 'presence': 'absent'}, {'acteurRef': 'PA719798', 'presence': 'présent'}, {'acteurRef': 'PA794450', 'presence': 'présent'}, {'acteurRef': 'PA718978', 'presence': 'présent'}, {'acteurRef': 'PA720764', 'presence': 'absent'}, {'acteurRef': 'PA719412', 'presence': 'absent'}, {'acteurRef': 'PA795374', 'presence': 'présent'}, {'acteurRef': 'PA794402', 'presence': 'présent'}, {'acteurRef': 'PA795386', 'presence': 'présent'}, {'acteurRef': 'PA721632', 'presence': 'présent'}, {'acteurRef': 'PA774958', 'presence': 'absent'}, {'acteurRef': 'PA795974', 'presence': 'présent'}, {'acteurRef': 'PA608016', 'presence': 'présent'}, {'acteurRef': 'PA795216', 'presence': 'présent'}, {'acteurRef': 'PA721530', 'presence': 'absent'}, {'acteurRef': 'PA719718', 'presence': 'absent'}, {'acteurRef': 'PA346054', 'presence': 'absent'}, {'acteurRef': 'PA794974', 'presence': 'présent'}, {'acteurRef': 'PA793314', 'presence': 'absent'}, {'acteurRef': 'PA793616', 'presence': 'présent'}, {'acteurRef': 'PA795482', 'presence': 'absent'}, {'acteurRef': 'PA793852', 'presence': 'présent'}, {'acteurRef': 'PA719882', 'presence': 'excusé'}, {'acteurRef': 'PA817203', 'presence': 'présent'}, {'acteurRef': 'PA721976', 'presence': 'excusé'}, {'acteurRef': 'PA794878', 'presence': 'présent'}, {'acteurRef': 'PA795820', 'presence': 'excusé'}, {'acteurRef': 'PA794830', 'presence': 'absent'}, {'acteurRef': 'PA719632', 'presence': 'présent'}, {'acteurRef': 'PA721442', 'presence': 'excusé'}, {'acteurRef': 'PA344201', 'presence': 'absent'}, {'acteurRef': 'PA608172', 'presence': 'présent'}, {'acteurRef': 'PA718910', 'presence': 'excusé'}, {'acteurRef': 'PA793306', 'presence': 'présent'}, {'acteurRef': 'PA719578', 'presence': 'excusé'}, {'acteurRef': 'PA793094', 'presence': 'absent'}, {'acteurRef': 'PA794570', 'presence': 'présent'}, {'acteurRef': 'PA794626', 'presence': 'absent'}, {'acteurRef': 'PA794954', 'presence': 'présent'}, {'acteurRef': 'PA610002', 'presence': 'présent'}, {'acteurRef': 'PA793744', 'presence': 'absent'}, {'acteurRef': 'PA794178', 'presence': 'absent'}, {'acteurRef': 'PA795778', 'presence': 'présent'}, {'acteurRef': 'PA793796', 'presence': 'absent'}, {'acteurRef': 'PA722336', 'presence': 'absent'}, {'acteurRef': 'PA793948', 'presence': 'absent'}, {'acteurRef': 'PA720014', 'presence': 'absent'}, {'acteurRef': 'PA721482', 'presence': 'absent'}, {'acteurRef': 'PA720586', 'presence': 'présent'}, {'acteurRef': 'PA794118', 'presence': 'absent'}, {'acteurRef': 'PA331582', 'presence': 'absent'}, {'acteurRef': 'PA794946', 'presence': 'absent'}, {'acteurRef': 'PA795026', 'presence': 'présent'}, {'acteurRef': 'PA722110', 'presence': 'absent'}, {'acteurRef': 'PA718962', 'presence': 'présent'}]",CRCANR5L16S2023PO419865N051
RUANR5L16S2023IDC447131,,,,PO59047,"[{'acteurRef': 'PA605036', 'presence': 'présent'}, {'acteurRef': 'PA795228', 'presence': 'présent'}, {'acteurRef': 'PA795588', 'presence': 'excusé'}, {'acteurRef': 'PA588884', 'presence': 'absent'}, {'acteurRef': 'PA718884', 'presence': 'présent'}, {'acteurRef': 'PA309643', 'presence': 'excusé'}, {'acteurRef': 'PA795616', 'presence': 'présent'}, {'acteurRef': 'PA793528', 'presence': 'présent'}, {'acteurRef': 'PA721608', 'presence': 'excusé'}, {'acteurRef': 'PA795318', 'presence': 'absent'}, {'acteurRef': 'PA721118', 'presence': 'excusé'}, {'acteurRef': 'PA793134', 'presence': 'absent'}, {'acteurRef': 'PA720468', 'presence': 'excusé'}, {'acteurRef': 'PA719294', 'presence': 'présent'}, {'acteurRef': 'PA718850', 'presence': 'présent'}, {'acteurRef': 'PA1008', 'presence': 'présent'}, {'acteurRef': 'PA794982', 'presence': 'présent'}, {'acteurRef': 'PA720684', 'presence': 'absent'}, {'acteurRef': 'PA1206', 'presence': 'présent'}, {'acteurRef': 'PA793246', 'presence': 'présent'}, {'acteurRef': 'PA609332', 'presence': 'présent'}, {'acteurRef': 'PA794538', 'presence': 'présent'}, {'acteurRef': 'PA722284', 'presence': 'présent'}, {'acteurRef': 'PA333285', 'presence': 'présent'}, {'acteurRef': 'PA721760', 'presence': 'présent'}, {'acteurRef': 'PA721722', 'presence': 'absent'}, {'acteurRef': 'PA718674', 'presence': 'présent'}, {'acteurRef': 'PA720174', 'presence': 'présent'}, {'acteurRef': 'PA794734', 'presence': 'présent'}, {'acteurRef': 'PA795900', 'presence': 'absent'}, {'acteurRef': 'PA796110', 'presence': 'présent'}, {'acteurRef': 'PA1630', 'presence': 'absent'}, {'acteurRef': 'PA608416', 'presence': 'présent'}, {'acteurRef': 'PA794030', 'presence': 'présent'}, {'acteurRef': 'PA722344', 'presence': 'excusé'}, {'acteurRef': 'PA643184', 'presence': 'présent'}, {'acteurRef': 'PA794818', 'presence': 'présent'}, {'acteurRef': 'PA721004', 'presence': 'excusé'}, {'acteurRef': 'PA795672', 'presence': 'présent'}, {'acteurRef': 'PA795184', 'presence': 'excusé'}, {'acteurRef': 'PA720614', 'presence': 'excusé'}, {'acteurRef': 'PA335612', 'presence': 'présent'}, {'acteurRef': 'PA712014', 'presence': 'excusé'}, {'acteurRef': 'PA717379', 'presence': 'absent'}, {'acteurRef': 'PA605782', 'presence': 'excusé'}, {'acteurRef': 'PA719608', 'presence': 'présent'}, {'acteurRef': 'PA795176', 'presence': 'excusé'}, {'acteurRef': 'PA793872', 'presence': 'présent'}, {'acteurRef': 'PA333421', 'presence': 'excusé'}, {'acteurRef': 'PA720892', 'presence': 'excusé'}, {'acteurRef': 'PA721182', 'presence': 'excusé'}, {'acteurRef': 'PA794582', 'presence': 'présent'}, {'acteurRef': 'PA609520', 'presence': 'présent'}, {'acteurRef': 'PA719528', 'presence': 'présent'}, {'acteurRef': 'PA720422', 'presence': 'absent'}, {'acteurRef': 'PA794778', 'presence': 'présent'}, {'acteurRef': 'PA794442', 'presence': 'présent'}, {'acteurRef': 'PA720138', 'presence': 'présent'}, {'acteurRef': 'PA721314', 'presence': 'absent'}, {'acteurRef': 'PA795808', 'presence': 'présent'}, {'acteurRef': 'PA794410', 'presence': 'absent'}, {'acteurRef': 'PA795466', 'presence': 'présent'}, {'acteurRef': 'PA267794', 'presence': 'excusé'}, {'acteurRef': 'PA720952', 'presence': 'absent'}, {'acteurRef': 'PA719550', 'presence': 'présent'}, {'acteurRef': 'PA720704', 'presence': 'excusé'}, {'acteurRef': 'PA606639', 'presence': 'excusé'}, {'acteurRef': 'PA793194', 'presence': 'présent'}, {'acteurRef': 'PA2952', 'presence': 'présent'}, {'acteurRef': 'PA795326', 'presence': 'présent'}, {'acteurRef': 'PA2960', 'presence': 'excusé'}, {'acteurRef': 'PA795046', 'presence': 'présent'}, {'acteurRef': 'PA796078', 'presence': 'excusé'}, {'acteurRef': 'PA793860', 'presence': 'présent'}]",CRCANR5L16S2023PO59047N035
RUANR5L15A2022IDF0162101,Mme Fatiha Keloua Hachi,PA795156,,,,
RUANR5L16S2023IDC447337,,,,PO812997,,
RUANR5L16S2023IDC447142,,,,PO58974,,
RUANR5L16S2022IDS26249,,,,PO791932,,
RUANR5L16S2023IDC446698,,,,PO810330,,
RUANR5L15A2022IDF0161538,M. Thomas Cazenave,PA793940,,,,
RUANR5L16S2023IDC447007,,,,PO805243,"[{'acteurRef': 'PA793992', 'presence': 'absent'}, {'acteurRef': 'PA795144', 'presence': 'présent'}, {'acteurRef': 'PA793560', 'presence': 'absent'}, {'acteurRef': 'PA342415', 'presence': 'absent'}, {'acteurRef': 'PA309643', 'presence': 'absent'}, {'acteurRef': 'PA793772', 'presence': 'absent'}, {'acteurRef': 'PA720162', 'presence': 'absent'}, {'acteurRef': 'PA795990', 'presence': 'absent'}, {'acteurRef': 'PA719890', 'presence': 'absent'}, {'acteurRef': 'PA791812', 'presence': 'absent'}, {'acteurRef': 'PA794222', 'presence': 'absent'}, {'acteurRef': 'PA330909', 'presence': 'présent'}, {'acteurRef': 'PA793476', 'presence': 'présent'}, {'acteurRef': 'PA795200', 'presence': 'absent'}, {'acteurRef': 'PA793246', 'presence': 'absent'}, {'acteurRef': 'PA718674', 'presence': 'absent'}, {'acteurRef': 'PA722202', 'presence': 'absent'}, {'acteurRef': 'PA794146', 'presence': 'présent'}, {'acteurRef': 'PA795516', 'presence': 'absent'}, {'acteurRef': 'PA794590', 'presence': 'absent'}, {'acteurRef': 'PA677483', 'presence': 'absent'}, {'acteurRef': 'PA719436', 'presence': 'absent'}, {'acteurRef': 'PA719882', 'presence': 'absent'}, {'acteurRef': 'PA721976', 'presence': 'absent'}, {'acteurRef': 'PA607619', 'presence': 'absent'}, {'acteurRef': 'PA721916', 'presence': 'absent'}, {'acteurRef': 'PA609590', 'presence': 'excusé'}, {'acteurRef': 'PA795528', 'presence': 'absent'}, {'acteurRef': 'PA721314', 'presence': 'présent'}, {'acteurRef': 'PA795778', 'presence': 'absent'}, {'acteurRef': 'PA793194', 'presence': 'absent'}]",CRCANR5L16S2023PO805243N043
RUANR5L16S2023IDC447251,,,,PO810438,,
RUANR5L15A2022IDF0161601,M. Aurélien Saintoul,PA795982,,,,
RUANR5L16S2023IDC446250,,,,PO805429,,
RUANR5L16S2022IDC445407,,,,PO802421,,
RUANR5L16S2023IDC447218,,,,PO810213,,
RUANR5L16S2023IDC447186,,,,PO805625,,
RUANR5L16S2023IDC446577,,,,PO804556,,
RUANR5L16S2023IDS26578,,,,PO791932,,
RUANR5L15A2022IDF0161693,Mme Cécile Rilhac,PA720900,,,,
RUANR5L16S2023IDS26740,,,,PO791932,,
RUANR5L16S2023IDC449006,,,,PO807840,,
RUANR5L16S2023IDC448836,,,,PO810394,,
RUANR5L15A2022IDF0161539,M. Jean-Philippe Tanguy,PA795778,,,,
RUANR5L16S2022IDC445422,,,,PO59048,"[{'acteurRef': 'PA793432', 'presence': 'absent'}, {'acteurRef': 'PA795950', 'presence': 'présent'}, {'acteurRef': 'PA793780', 'presence': 'présent'}, {'acteurRef': 'PA643143', 'presence': 'absent'}, {'acteurRef': 'PA721836', 'presence': 'absent'}, {'acteurRef': 'PA795454', 'presence': 'excusé'}, {'acteurRef': 'PA793444', 'presence': 'présent'}, {'acteurRef': 'PA721410', 'presence': 'absent'}, {'acteurRef': 'PA794094', 'presence': 'présent'}, {'acteurRef': 'PA718838', 'presence': 'absent'}, {'acteurRef': 'PA795836', 'presence': 'présent'}, {'acteurRef': 'PA719138', 'presence': 'absent'}, {'acteurRef': 'PA793940', 'presence': 'absent'}, {'acteurRef': 'PA719472', 'presence': 'présent'}, {'acteurRef': 'PA795580', 'presence': 'présent'}, {'acteurRef': 'PA721202', 'presence': 'absent'}, {'acteurRef': 'PA942', 'presence': 'présent'}, {'acteurRef': 'PA720932', 'presence': 'présent'}, {'acteurRef': 'PA332523', 'presence': 'absent'}, {'acteurRef': 'PA793166', 'presence': 'absent'}, {'acteurRef': 'PA720386', 'presence': 'présent'}, {'acteurRef': 'PA722382', 'presence': 'absent'}, {'acteurRef': 'PA795200', 'presence': 'présent'}, {'acteurRef': 'PA643175', 'presence': 'absent'}, {'acteurRef': 'PA607193', 'presence': 'présent'}, {'acteurRef': 'PA795120', 'presence': 'présent'}, {'acteurRef': 'PA794470', 'presence': 'présent'}, {'acteurRef': 'PA267336', 'presence': 'présent'}, {'acteurRef': 'PA720560', 'presence': 'présent'}, {'acteurRef': 'PA795540', 'presence': 'absent'}, {'acteurRef': 'PA794478', 'presence': 'présent'}, {'acteurRef': 'PA783457', 'presence': 'absent'}, {'acteurRef': 'PA722054', 'presence': 'présent'}, {'acteurRef': 'PA608416', 'presence': 'absent'}, {'acteurRef': 'PA721150', 'presence': 'absent'}, {'acteurRef': 'PA719778', 'presence': 'présent'}, {'acteurRef': 'PA719798', 'presence': 'présent'}, {'acteurRef': 'PA794450', 'presence': 'présent'}, {'acteurRef': 'PA718978', 'presence': 'présent'}, {'acteurRef': 'PA720022', 'presence': 'absent'}, {'acteurRef': 'PA1874', 'presence': 'absent'}, {'acteurRef': 'PA345722', 'presence': 'présent'}, {'acteurRef': 'PA774962', 'presence': 'excusé'}, {'acteurRef': 'PA795374', 'presence': 'présent'}, {'acteurRef': 'PA794402', 'presence': 'présent'}, {'acteurRef': 'PA795386', 'presence': 'présent'}, {'acteurRef': 'PA721632', 'presence': 'présent'}, {'acteurRef': 'PA795974', 'presence': 'présent'}, {'acteurRef': 'PA608016', 'presence': 'présent'}, {'acteurRef': 'PA720230', 'presence': 'présent'}, {'acteurRef': 'PA794974', 'presence': 'présent'}, {'acteurRef': 'PA720146', 'presence': 'présent'}, {'acteurRef': 'PA793330', 'presence': 'absent'}, {'acteurRef': 'PA720728', 'presence': 'présent'}, {'acteurRef': 'PA795422', 'presence': 'présent'}, {'acteurRef': 'PA793616', 'presence': 'présent'}, {'acteurRef': 'PA794686', 'presence': 'absent'}, {'acteurRef': 'PA794878', 'presence': 'présent'}, {'acteurRef': 'PA643157', 'presence': 'absent'}, {'acteurRef': 'PA608172', 'presence': 'présent'}, {'acteurRef': 'PA793572', 'presence': 'absent'}, {'acteurRef': 'PA721678', 'presence': 'absent'}, {'acteurRef': 'PA793884', 'presence': 'présent'}, {'acteurRef': 'PA721458', 'presence': 'absent'}, {'acteurRef': 'PA794570', 'presence': 'présent'}, {'acteurRef': 'PA793724', 'presence': 'absent'}, {'acteurRef': 'PA794954', 'presence': 'présent'}, {'acteurRef': 'PA605745', 'presence': 'présent'}, {'acteurRef': 'PA610002', 'presence': 'absent'}, {'acteurRef': 'PA796050', 'presence': 'présent'}, {'acteurRef': 'PA794802', 'presence': 'absent'}, {'acteurRef': 'PA795778', 'presence': 'absent'}, {'acteurRef': 'PA794650', 'presence': 'présent'}]",CRCANR5L16S2022PO59048N015
RUANR5L15A2022IDF0161698,Mme Cécile Rilhac,PA720900,,,,
RUANR5L16S2023IDC448248,,,,PO419610,"[{'acteurRef': 'PA719146', 'presence': 'présent'}, {'acteurRef': 'PA794278', 'presence': 'présent'}, {'acteurRef': 'PA793262', 'presence': 'présent'}, {'acteurRef': 'PA795144', 'presence': 'présent'}, {'acteurRef': 'PA793560', 'presence': 'absent'}, {'acteurRef': 'PA335999', 'presence': 'excusé'}, {'acteurRef': 'PA342415', 'presence': 'excusé'}, {'acteurRef': 'PA332228', 'presence': 'présent'}, {'acteurRef': 'PA774954', 'presence': 'présent'}, {'acteurRef': 'PA720162', 'presence': 'absent'}, {'acteurRef': 'PA642695', 'presence': 'présent'}, {'acteurRef': 'PA342240', 'presence': 'présent'}, {'acteurRef': 'PA719032', 'presence': 'absent'}, {'acteurRef': 'PA795990', 'presence': 'absent'}, {'acteurRef': 'PA794798', 'presence': 'absent'}, {'acteurRef': 'PA793940', 'presence': 'présent'}, {'acteurRef': 'PA267306', 'presence': 'excusé'}, {'acteurRef': 'PA791812', 'presence': 'présent'}, {'acteurRef': 'PA267429', 'presence': 'absent'}, {'acteurRef': 'PA793122', 'presence': 'présent'}, {'acteurRef': 'PA720862', 'presence': 'absent'}, {'acteurRef': 'PA712015', 'presence': 'présent'}, {'acteurRef': 'PA608826', 'presence': 'présent'}, {'acteurRef': 'PA794718', 'presence': 'présent'}, {'acteurRef': 'PA793964', 'presence': 'absent'}, {'acteurRef': 'PA793980', 'presence': 'absent'}, {'acteurRef': 'PA796070', 'presence': 'présent'}, {'acteurRef': 'PA720222', 'presence': 'présent'}, {'acteurRef': 'PA794418', 'presence': 'présent'}, {'acteurRef': 'PA793592', 'presence': 'présent'}, {'acteurRef': 'PA795828', 'presence': 'excusé'}, {'acteurRef': 'PA794082', 'presence': 'présent'}, {'acteurRef': 'PA795652', 'presence': 'absent'}, {'acteurRef': 'PA722202', 'presence': 'excusé'}, {'acteurRef': 'PA719372', 'presence': 'présent'}, {'acteurRef': 'PA794146', 'presence': 'excusé'}, {'acteurRef': 'PA795516', 'presence': 'absent'}, {'acteurRef': 'PA719382', 'presence': 'présent'}, {'acteurRef': 'PA794354', 'presence': 'excusé'}, {'acteurRef': 'PA719664', 'presence': 'absent'}, {'acteurRef': 'PA720342', 'presence': 'excusé'}, {'acteurRef': 'PA642988', 'presence': 'présent'}, {'acteurRef': 'PA793904', 'presence': 'présent'}, {'acteurRef': 'PA334116', 'presence': 'présent'}, {'acteurRef': 'PA795730', 'presence': 'excusé'}, {'acteurRef': 'PA719080', 'presence': 'absent'}, {'acteurRef': 'PA795100', 'presence': 'présent'}, {'acteurRef': 'PA795692', 'presence': 'présent'}, {'acteurRef': 'PA720976', 'presence': 'présent'}, {'acteurRef': 'PA719436', 'presence': 'excusé'}, {'acteurRef': 'PA795786', 'presence': 'présent'}, {'acteurRef': 'PA795664', 'presence': 'absent'}, {'acteurRef': 'PA794810', 'presence': 'présent'}, {'acteurRef': 'PA643157', 'presence': 'présent'}, {'acteurRef': 'PA720644', 'presence': 'présent'}, {'acteurRef': 'PA793588', 'presence': 'présent'}, {'acteurRef': 'PA720414', 'presence': 'absent'}, {'acteurRef': 'PA718930', 'presence': 'présent'}, {'acteurRef': 'PA817211', 'presence': 'présent'}, {'acteurRef': 'PA607553', 'presence': 'absent'}, {'acteurRef': 'PA720092', 'presence': 'absent'}, {'acteurRef': 'PA795528', 'presence': 'présent'}, {'acteurRef': 'PA266808', 'presence': 'présent'}, {'acteurRef': 'PA794894', 'presence': 'présent'}, {'acteurRef': 'PA796018', 'presence': 'présent'}, {'acteurRef': 'PA794166', 'presence': 'excusé'}, {'acteurRef': 'PA793298', 'presence': 'présent'}, {'acteurRef': 'PA607395', 'presence': 'excusé'}, {'acteurRef': 'PA795164', 'presence': 'présent'}, {'acteurRef': 'PA607090', 'presence': 'présent'}, {'acteurRef': 'PA421348', 'presence': 'présent'}, {'acteurRef': 'PA721170', 'presence': 'présent'}, {'acteurRef': 'PA720992', 'presence': 'excusé'}]",CRCANR5L16S2023PO419610N066
RUANR5L15A2022IDF0161876,M. Gabriel Amard,PA794906,,,,
RUANR5L15A2022IDF0161971,Mme Corinne Vignon,PA719512,,,,
RUANR5L16S2023IDS26968,,,,PO791932,,CRSANR5L16S2023O1N208
RUANR5L16S2023IDC448277,,,,PO59046,"[{'acteurRef': 'PA719100', 'presence': 'présent'}, {'acteurRef': 'PA721522', 'presence': 'absent'}, {'acteurRef': 'PA795058', 'presence': 'excusé'}, {'acteurRef': 'PA718884', 'presence': 'présent'}, {'acteurRef': 'PA794522', 'presence': 'absent'}, {'acteurRef': 'PA793772', 'presence': 'excusé'}, {'acteurRef': 'PA719024', 'presence': 'excusé'}, {'acteurRef': 'PA796042', 'presence': 'présent'}, {'acteurRef': 'PA793500', 'presence': 'absent'}, {'acteurRef': 'PA721908', 'presence': 'excusé'}, {'acteurRef': 'PA793508', 'presence': 'absent'}, {'acteurRef': 'PA720772', 'presence': 'présent'}, {'acteurRef': 'PA795192', 'presence': 'excusé'}, {'acteurRef': 'PA794008', 'presence': 'excusé'}, {'acteurRef': 'PA795908', 'presence': 'excusé'}, {'acteurRef': 'PA793548', 'presence': 'absent'}, {'acteurRef': 'PA719118', 'presence': 'présent'}, {'acteurRef': 'PA719266', 'presence': 'présent'}, {'acteurRef': 'PA793322', 'presence': 'absent'}, {'acteurRef': 'PA794458', 'presence': 'présent'}, {'acteurRef': 'PA267042', 'presence': 'excusé'}, {'acteurRef': 'PA794786', 'presence': 'absent'}, {'acteurRef': 'PA722134', 'presence': 'présent'}, {'acteurRef': 'PA793892', 'presence': 'présent'}, {'acteurRef': 'PA722358', 'presence': 'présent'}, {'acteurRef': 'PA721024', 'presence': 'présent'}, {'acteurRef': 'PA721722', 'presence': 'absent'}, {'acteurRef': 'PA796034', 'presence': 'présent'}, {'acteurRef': 'PA793102', 'presence': 'présent'}, {'acteurRef': 'PA267336', 'presence': 'absent'}, {'acteurRef': 'PA794846', 'presence': 'absent'}, {'acteurRef': 'PA793362', 'presence': 'présent'}, {'acteurRef': 'PA1592', 'presence': 'présent'}, {'acteurRef': 'PA794598', 'presence': 'absent'}, {'acteurRef': 'PA720354', 'presence': 'présent'}, {'acteurRef': 'PA719052', 'presence': 'présent'}, {'acteurRef': 'PA720846', 'presence': 'absent'}, {'acteurRef': 'PA719918', 'presence': 'présent'}, {'acteurRef': 'PA721004', 'presence': 'absent'}, {'acteurRef': 'PA719396', 'presence': 'présent'}, {'acteurRef': 'PA794426', 'presence': 'présent'}, {'acteurRef': 'PA793532', 'presence': 'absent'}, {'acteurRef': 'PA794702', 'presence': 'présent'}, {'acteurRef': 'PA606098', 'presence': 'excusé'}, {'acteurRef': 'PA793342', 'presence': 'absent'}, {'acteurRef': 'PA793688', 'presence': 'absent'}, {'acteurRef': 'PA794770', 'presence': 'excusé'}, {'acteurRef': 'PA794066', 'presence': 'absent'}, {'acteurRef': 'PA794386', 'presence': 'présent'}, {'acteurRef': 'PA795176', 'presence': 'absent'}, {'acteurRef': 'PA266788', 'presence': 'présent'}, {'acteurRef': 'PA721486', 'presence': 'présent'}, {'acteurRef': 'PA793210', 'presence': 'absent'}, {'acteurRef': 'PA794270', 'presence': 'absent'}, {'acteurRef': 'PA793756', 'presence': 'absent'}, {'acteurRef': 'PA608172', 'presence': 'absent'}, {'acteurRef': 'PA720720', 'presence': 'présent'}, {'acteurRef': 'PA793254', 'presence': 'présent'}, {'acteurRef': 'PA720692', 'presence': 'présent'}, {'acteurRef': 'PA340643', 'presence': 'absent'}, {'acteurRef': 'PA795982', 'presence': 'présent'}, {'acteurRef': 'PA774960', 'presence': 'présent'}, {'acteurRef': 'PA757225', 'presence': 'excusé'}, {'acteurRef': 'PA722308', 'presence': 'excusé'}, {'acteurRef': 'PA794502', 'presence': 'présent'}, {'acteurRef': 'PA643089', 'presence': 'présent'}, {'acteurRef': 'PA719822', 'presence': 'présent'}, {'acteurRef': 'PA793816', 'presence': 'absent'}, {'acteurRef': 'PA719512', 'presence': 'excusé'}, {'acteurRef': 'PA795326', 'presence': 'absent'}]",CRCANR5L16S2023PO59046N070
